count,hate_speech,offensive_language,neither,class,tweet,clean_text
3,0,3,0,1,""" fuck no that bitch dont even suck dick "" &#128514;&#128514;&#128514; the Kermit videos bout to fuck IG up",fuck bitch dont suck dick kermit videos bout fuck ig
3,0,3,0,1,""" got ya bitch tip toeing on my hardwood floors "" &#128514; http://t.co/cOU2WQ5L4q",get ya bitch tip toe hardwood floor httpt.cocou2wq5l4q
3,0,2,1,1,""" her pussy lips like Heaven doors "" &#128524;",pussy lips like heaven doors
3,0,3,0,1,""" hoe what its hitting for """,hoe hit
3,0,3,0,1,""" i met that pussy on Ocean Dr . i gave that pussy a pill "" &#128524;",meet pussy ocean dr . give pussy pill
3,0,3,0,1,""" i need a trippy bitch who fuck on Hennessy """,need trippy bitch fuck hennessy
3,0,3,0,1,""" i spend my money how i want bitch its my business """,spend money want bitch business
3,0,3,0,1,""" i txt my old bitch my new bitch pussy wetter """,txt old bitch new bitch pussy wetter
3,0,3,0,1,""" i'd say im back to the old me but my old bitches would get excited "" &#128524;",id say im old old bitch excite
3,0,3,0,1,""" if you aint bout that Murder Game pussy nigga shut up """,aint bout murder game pussy nigga shut
3,0,3,0,1,""" if you're toes ain't done you pussy stinks """,youre toe aint pussy stink
3,0,3,0,1,""" im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that """,im bitter bitch wrap . angry bird theres app
3,0,3,0,1,""" is that ya bitch """,ya bitch
3,0,3,0,1,""" it aint nothing to cut a bitch off """,aint cut bitch
3,0,3,0,1,""" jus meet son now he ya mane ass bitches "" #Shots",jus meet son ya mane ass bitch shots
3,0,2,1,1,""" lames crying over hoes thats tears of a clown """,lam cry hoe thats tear clown
3,0,3,0,1,""" like Snoop said in 94 we dont love these hoes """,like snoop say dont love hoe
3,0,1,2,2,""" momma said no pussy cats inside my doghouse """,momma say pussy cat inside doghouse
3,0,3,0,1,""" most hated but the hoes favorite "" #2MW #SevenOne # http://t.co/BMdSVMc3rC",hat hoe favorite 2mw sevenone httpt.cobmdsvmc3rc
3,0,3,0,1,""" nice girls bad, make me get naughty. Bad yello hoe, real nice body. Down south chick, like em real thick"" http://t.co/bzRDl3kF7U",nice girls bad make naughty. bad yello hoe real nice body. south chick like em real httpt.cobzrdl3kf7u
3,0,3,0,1,""" pimps up pimps up hoes down "" Future voice",pimp pimp hoe future voice
3,0,3,0,1,""" post a picture of that pussy get 200 likes """,post picture pussy like
3,0,3,0,1,""" pussy is a powerful drug "" &#128517; #HappyHumpDay http://t.co/R8jsymiB5b",pussy powerful drug happyhumpday httpt.cor8jsymib5b
3,0,3,0,1,""" quick piece of pussy call it a drive by """,quick piece pussy drive
3,0,3,0,1,""" running round here like some brand new pussy thats bout to get fucked """,run round like brand new pussy thats bout fuck
3,0,3,0,1,""" these bitches even worst they'll send them guys for you """,bitch worst theyll send guy
3,1,2,0,1,""" these hoes like niggas that spend money not talk bout it """,hoe like niggas spend money talk bout
3,1,2,0,1,""" we dont trust these niggas all these bitches """,dont trust niggas bitch
3,0,3,0,1,""" yall niggas b cuffing hoes cause yall aint never have bitches """,yall niggas b cuff hoe cause yall aint bitch
3,0,3,0,1,""" you dodge a bullet "" &#128517; &#8220;@DaRealKha: ""All da bitches I cut off pregnant or bound to be ....thank God &#128591;""&#8221;",dodge bullet da bitch cut pregnant bind ....thank god
3,0,3,0,1,""" young Pill Chamberlain these bitches love my music """,young pill chamberlain bitch love music
3,0,2,1,1,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@VandalSavage_: Teanna Trump probably cleaner than most of these twitter hoes but.........""",teanna trump probably cleaner twitter hoe but.........
3,0,3,0,1,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@DaHomieFuzz: Gay niggas couldn't wait to act like bitches tonight""",gay niggas wait act like bitch tonight
3,0,3,0,1,"""&#128514;&#128514;&#128514;@The_Paradox: And ima steal his cat n replace it with a pitbull &#128514;&#128514;&#128514;&#128514; RT @80sbaby4life: @The_Paradox He a bitch you should do it""",ima steal cat n replace pitbull bitch
3,0,3,0,1,"""&amp; he's gone always be a hoe""",amp hes go hoe
3,0,3,0,1,"""...Son of a bitch took my Tic Tacs.""

I like this movie.",...son bitch take tic tacs. like movie.
3,0,3,0,1,"""..All I wanna do is get money and fuck model bitches!"" - Russell Simmons",..all wanna money fuck model bitch russell simmons
3,0,2,1,1,"""@2015seniorprobs: I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers"". Retweet",probably wouldn t mind school didn t deal bitch ass teachers. retweet
3,0,3,0,1,"""@A7XDemery: I'm a fucking fag they said""",im fuck fag say
3,0,3,0,1,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",females think date pussy cute httpt.covxbjg26gsz do do stuff make pussy
3,0,0,3,2,"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad",simplyaddictedtoguys httpt.co1jl4hi8zmf woof woof hot scally lad
3,0,3,0,1,"""@AdoreBellaaa: Have ya ever asked your bitch for other bitches - kanye voice"" Yes",ya ask bitch bitch kanye voice yes
3,0,3,0,1,"""@AdoreZoey: How u gone bring ur side bitch to a game where You know Ya gf friends at ?! &#128553;&#128553;&#128553;&#128553;"" I SWEAR!!!!!",u go bring ur bitch game know ya gf friends swear
3,0,1,2,2,"""@AllAboutManFeet: http://t.co/3gzUpfuMev"" woof woof and hot soles",httpt.co3gzupfumev woof woof hot sole
3,0,1,2,2,"""@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes."" One oreo? Lol",lemmie eat oreo amp dishes. oreo lol
3,0,3,0,1,"""@Almightywayne__: @JetsAndASwisher @Gook____ bitch fuck u http://t.co/pXmGA68NC1"" maybe you'll get better. Just http://t.co/TPreVwfq0S",bitch fuck u httpt.copxmga68nc1 maybe youll better. just httpt.cotprevwfq0s
3,1,2,0,1,"""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?",fuck red malone man bitch ass niggah use complete sentence
3,0,0,3,2,"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao",eggplant emoji doey say look like scream lmao
3,0,3,0,1,"""@AutoWorId: Hennessey Venom GT &#128584; http://t.co/i8eGMnKaJ9"" that's one sexy bitch",hennessey venom gt httpt.coi8egmnkaj9 thats sexy bitch
3,0,3,0,1,"""@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""&lt;lmao!!",seh pussy wetter shower curtain....ahmesehwetnessltlmao
3,0,3,0,1,"""@BRO_HEN314: #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit""",eaglesnation eagle need pic just post bitch just say racist shit
3,1,2,0,1,"""@BVSEDCHINK: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life http://t.co/VBCzP6HMT7""
@AmJemieBenn",yo fuck skateboard yall wood push faggot man ball life httpt.covbczp6hmt7
3,0,1,2,2,"""@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R""
Awwwwe! This is soooo ADORABLE!",baby monkey bathtime httpt.co7kpwadlf0r awwwwe soooo adorable
3,0,3,0,1,"""@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; I ain't shit ."" Damn Skippy lol",aint shit . damn skippy lol
3,1,2,0,1,"""@BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy""No bs must b &gt;30%chance",u kill ant sidewalk think damn nigga way pussyno bs b gt chance
3,0,3,0,1,"""@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u"" 0 rings 0 mvps 0 bitches lol",httpt.coluubgl9y5u ring mvps bitch lol
3,1,2,0,1,"""@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !""",ppl talk bad ghettohood ... kid grow nigga funnnnnnn
9,0,7,2,1,"""@BestProAdvice: The facts on tattoos...tattoo http://t.co/ZwnbhpDZ8e"" he's a pussy with not tattooing them nipples",facts tattoos...tattoo httpt.cozwnbhpdz8e hes pussy tattoo nipples
3,0,3,0,1,"""@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee"" but niggas act like bitches..",bitch want act like niggas bad shit aint cuteeeee niggas act like bitches..
3,0,3,0,1,"""@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou"" woof woof",worship bitch httpt.cor37cejcjou woof woof
3,1,2,0,1,"""@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6"" yeah she's a hoe",wow. im lost. buttcheek piercings httpt.coyn6guyouq6 yeah shes hoe
3,0,3,0,1,"""@BlackNerdJade: Ok, sis."" She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her",ok sis. shed break bitch shrug shell tell work
3,2,1,0,0,"""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer"" gaywad",queer gaywad
3,0,3,0,1,"""@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k"" it wasn't even funny lol",faggot read tweet dat k wasnt funny lol
3,0,3,0,1,"""@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx"" fr ..... LULWHORE",bitch ungrateful httpt.co06e77bgwbx fr ..... lulwhore
3,0,3,0,1,"""@CASHandBOOBIES: I been kidnapped yo bitch""",kidnap yo bitch
3,3,0,0,0,"""@CB_Baby24: @white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican",alsarabsss hes beaner smh tell hes mexican
3,1,2,0,1,"""@CCobey: @AydanMcCoy happy birthday nigs"" Thanks yo",happy birthday nigs thank yo
6,1,5,0,1,"""@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1"" this bitch need to go!!!",ur teacher tell u u homework httpst.corkk5vawij1 bitch need
3,1,2,0,1,"""@CaelanG15: ""@22EdHam: @CaelanG15 that nigga was eating that hoe lol"" Hell Yea lol john Paul"" nigga said john paul.. http://t.co/OSIpBKPr9h",nigga eat hoe lol hell yea lol john paul nigga say john paul.. httpt.coosipbkpr9h
3,0,3,0,1,"""@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?""",yall lil ugly bald head bitch stop make make amp weave
3,1,2,0,1,"""@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig",leaf better win damn game riot shit earlychristmas better start loot nig
3,0,3,0,1,"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.""",go school suck dick hoe attend it.
3,0,3,0,1,"""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old",way fuck yo bitch httpt.coj906t5ze2r year old
3,0,3,0,1,"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard",come bring food dont car retard
3,0,3,0,1,"""@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople",richnow doesnt hella tinder hoe im friend anymore chill bring like like prople
3,1,2,0,1,"""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy",bout cowboys shutup pussy
3,0,3,0,1,"""@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" &lt;bitch want likes for some depressing shit..foh",lmaooooooooooo nigga httpt.coaanpsujmyi ltbitch want like depress shit..foh
3,0,3,0,1,"""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz",girl know spit g shit amp go lbvsbitch plz
3,0,3,0,1,"""@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again",let make couple tweet cuzzo page wont twitter jail.lmao bitch dont trick
3,0,2,1,1,"""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds.""",harlem shake just excuse retard seconds.
3,0,3,0,1,"""@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr""okay, but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh",amen miley httpt.cop2kb2tfyxrokay dont need act like hoe just bc shes emotionally damage foh
3,0,3,0,1,"""@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;""",have loyal female wayyyyy better have hoe idc
3,0,3,0,1,"""@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""""""

&#128533;",pussy lick pussy.... meow meow stopwhitepeople2014 httpst.cokeegdcjs5k
3,0,3,0,1,"""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands",check 12th man. cowboysnation faggot ny fan stand
3,0,3,0,1,"""@DGotBricks: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch",happen vixen ent bitch get run throw like foothill bitch
3,0,3,0,1,"""@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056;"" wow",im bitch okay nudes pat wow
3,3,0,0,0,"""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn",youre fuck gay blacklist hoe hold tehgodclan httpt.coxuccwoetmn
3,0,3,0,1,"""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows",fuck wrong bitch know
3,0,3,0,1,"""@Dietrich1892: Yall shut up:p"" make me bitch",yall shut upp make bitch
3,1,2,0,1,"""@DionaIrish: I hate a ""I'm pregnant"" type of bitch.""",hate im pregnant type bitch.
3,0,3,0,1,"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3",get bitch dm dont readem y
3,0,0,3,2,"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",baseball season win. yankees love start
3,0,3,0,1,"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..""",little stupid bitch dont fuck yoooooouuuu..
3,0,3,0,1,"""@DreadheadAri: she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL",really ask dead ass tho say bitch wheet lol
3,0,0,3,2,"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",im early bird im night owl im wise worms.
3,0,1,2,2,"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",overdose heavy drug doesnt sound bad tonight. pussy shit day.
3,0,0,3,2,"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures.",pit bull photograph lovely fairy tale creatures httpt.coq0sm89oolh fairy tale creatures.
3,0,3,0,1,"""@Ferocious_Ghost: @1stName_Bravo Aw."" ...fag, don't tweet ""aw"" to me lol",aw. ...fag dont tweet aw lol
3,0,0,3,2,"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha",long lakers trash careless. thats real.. cc hahaha
3,0,3,0,1,"""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot",didnt say tho kiss faggot
3,0,0,3,2,"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup",play soccer cheat girls wear khaki colour cargos haircut httpt.cozuai7qwbir yup
3,0,3,0,1,"""@G27Status: I could go for a fat ass bitch on my lap"" same",fat ass bitch lap
3,0,3,0,1,"""@GEDMelle: 17 missed calls!!!! &#128544;&#128545;""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle",miss call das yo p.o bitch twitter finna screamn freemoneymelle
6,0,6,0,1,"""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao &#128514;&#128514;&#128514;&#128514;",ya bitch gotta know rule shit..anybody ask cousin jersey thinkin bout move lmmfao
3,0,3,0,1,"""@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;"" fuck yeah",amo los pies httpt.co4qe1hdkk8i fuck yeah
3,0,3,0,1,"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh",hoe think meat wont slap ass ainna bruh
3,0,3,0,1,"""@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;",yall bitch wit edge do talk
3,0,3,0,1,"""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit",yall go trick treat year nahhell yeah ima da sweet tooth bandit steal bitch bag n shit
3,0,3,0,1,"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck",wanna sex mom fuck right pussy come damn get hack like fuck
6,0,6,0,1,"""@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao",kiss u eye open watch bitchlmfao
3,0,3,0,1,"""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;""",woulda coulda shoulda ass hoe
3,0,3,0,1,"""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!",happy bday bitch ass nigga preciate bitch roll
3,0,3,0,1,"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up""",use send bitch
6,0,6,0,1,"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;""",ugly bitch like im wcw duh bitch aint elses
3,1,2,0,1,"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao",nigga know hacky sack hoes. ...nah throw look pass lmao
3,1,2,0,1,"""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em.""",glad im get outta atlanta. bunch niggas amp outta jail amp dumb bitch mad kid fuckin em.
3,0,1,2,2,"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc",isnt ghetto.....its smart httpst.compazq3jswf im do idc
3,0,2,1,1,"""@HiImJoriB: I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?",wife hoe cuz wouldnt care cheat other. ...why force relationship place
3,0,3,0,1,"""@HornyFacts: Being single isn't an excuse to be a hoe."" @TheOneMiss_Luu",single isnt excuse hoe.
3,1,2,0,1,"""@HoskinsTy96: White boy power bitch"" black power bitch",white boy power bitch black power bitch
3,0,3,0,1,"""@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!"" Bro white dudes have no chill.",let drink blow spit shit spark blunt amp fuck hoe bro white dudes chill.
3,0,3,0,1,"""@IScoutGirls: @verbally_abrupt bitch where u been"" Around the world and back. Where you been?",bitch u world back.
3,0,3,0,1,"""@ItsYahBoiRay: @anelylove if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off &#128514;&#128514;&#128514;&#128514;"" *by @anelylove *",dont dick suck yo party bad bitch im fr go set
3,0,2,1,1,"""@Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot.""",oomf soooo cute. probably hoe lot.
3,0,3,0,1,"""@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x"" lmao damn captain SaveAHoe",cartoon theirs alway save hoe lmao. httpt.co9ukd8wtz6x lmao damn captain saveahoe
3,0,1,2,2,"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs",want nose bad bois scally chav sockfetish stink httpt.cofeqxgn0w6i hot sox legs
3,0,3,0,1,"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do",wish bitch like brother keezy ooooow bet
6,0,6,0,1,"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy",dress cat halloween basic. ...or pussy
4,0,4,0,1,"""@Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" @Pornhub get on it Katie&lt;3",pornhub just game stream feature dumb bitch gtfo katielt
3,0,3,0,1,"""@JoeBudden: stop being scared to choke her during sex u bitch ass niggas. She&#8217;ll like it."". Says the guy who hits women out of bed. FOH",stop scar choke sex u bitch ass niggas. ll like it.. say guy hit women bed. foh
3,0,3,0,1,"""@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro"" theyll never be loyal that y they hoes my nig",ha iguess make hoe loyal bro theyll loyal y hoe nig
6,0,6,0,1,"""@KazAtta: @1TAKEHOV Oh man.. ""its 5 am, you off a molly, ho where the fuck ya seed at??"""" #fixed",oh man.. molly ho fuck ya seed fix
3,0,3,0,1,"""@KelsieBelsi: You're not a man if you refer to every girl as a bitch""",youre man refer girl bitch
3,0,3,0,1,"""@KeyshawnSwag: Lmfao this cat started beating the shit out of me"" my nigga finally got some pussy?!? MY NIGGA!!!",lmfao cat start beat shit nigga finally get pussy nigga
3,0,1,2,2,"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?",peel peel bring rewind im shaq line ooooow tf say trash
3,0,2,1,1,"""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha",io io alu record ho vine sai pe hahahaha lol anywaaaaaays..... haha
3,0,3,0,1,"""@KingHendo95: @VonDreaam naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill"" Yeah I'm waiting on that hoe Mayne!",naw old tape. new cover . upcoming mixtape kingofthehill yeah im wait hoe mayne
3,0,3,0,1,"""@KingTeej_: Ol dirty foot ass bitches.."" this was too funny to me.",ol dirty foot ass bitches.. funny me.
3,0,3,0,1,"""@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;"" HELL YEAH NIGGY",thats yellow flag amaze hell yeah niggy
3,0,3,0,1,"""@KissMySmilee: Don't got time for bitches to be actin iffy.""",dont get time bitch actin iffy.
3,0,0,3,2,"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT",ucfpinkparty come stay alive knight nation early bird special. comeatmeut
3,0,2,1,1,"""@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl""

Smfh &amp; wonder why nobody decent wants them",hoe aint loyal aint httpt.coh1ubsvbkgl smfh amp wonder decent want
3,0,3,0,1,"""@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU."" BYE HOE!",bruh stud think im soft hell. ask ya girl time scream bitch. oh okay. stfu. bye hoe
3,0,3,0,1,"""@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;",dry pussy bitch blame condom
3,0,3,0,1,"""@LUNAraps: shut yo bitch ass up! https://t.co/IemN1u0gm5"" &#128557;&#128514;",shut yo bitch ass httpst.coiemn1u0gm5
3,0,3,0,1,"""@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back""",gucci mane jail drop mixtapes month hoe text
3,0,3,0,1,"""@Latrobemark: You love these hoes more then money wats wrong these niggas""",love hoe money wats wrong niggas
6,0,6,0,1,"""@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol",loyal bitch burbs daddy issue like find holographic mewtwo. ...sounding like lol
3,0,3,0,1,"""@LiLFridayHOE: Easy cum, easy hoe"" That's a fact !",easy cum easy hoe thats fact
3,0,3,0,1,"""@LifeAsBros: Charlie Sheen is too real http://t.co/gGGdK3kOV7"" major fucking respect for Charlie Sheen.",charlie sheen real httpt.cogggdk3kov7 major fuck respect charlie sheen.
3,0,3,0,1,"""@Lightskingawdd: Wish I had a bae &#128533;""

You got all the hoes tho",wish bae get hoe tho
3,0,3,0,1,"""@Lil_Mike_12: Fuck twerking bitch can you cook ?""",fuck twerking bitch cook
3,0,3,0,1,"""@Linniekravitz: @WesGodLaFlare bitch wtf"" http://t.co/DaSmycxODB",bitch wtf httpt.codasmycxodb
3,1,2,0,1,"""@Lipe_the_Great: &#8220;@h0rheyd: ""@Lipe_the_Great: Shut up zoe"" fight me pussy&#8221; for zoe? I'm good, man."" You are good ma'am. Move along now",shut zoe fight pussy zoe im good man. good maam.
3,0,3,0,1,"""@LolaaIsDope: Lmao fucking snake bitches"" @ em",lmao fuck snake bitch em
3,0,3,0,1,"""@Loveable_Aizah: Big booty hoes everywhere sheesh &#128525;"" damn &#127807;&#128064;&#127807;",big booty hoe sheesh damn
3,0,0,3,2,"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum",stay tune update report 1b weeks bum
3,0,0,3,2,"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04",play soccer cheat girls wear khaki colour cargos haircut httpt.cotycihd6pkw yes lmfao
3,0,3,0,1,"""@MadFlyentist: Oregon chokes every year get off the field trash ass program"" RFT",oregon choke year field trash ass program rft
